0,1,2,3,4,5,6,7
0.8803978984685102,2.47856715563325,1.4150753203167465,-0.4829798846864335,-0.1732929408778081,1.0985591765859126,-0.07857322048624625,0.626649499964338
-0.5782213936514717,-1.356501794283192,-0.048096703019718724,-1.2134272755948183,-0.438823608862178,-0.3337868600461153,0.20235726042733534,-0.7207360740452164
-0.5782213936514717,0.17752578568338465,-1.1861193878369696,-0.2958027407661598,1.7324860484427005,-0.6881817557076485,3.2838134729481823,-0.7207360740452164
-1.1616691104994645,-0.5561395786484564,-0.3732460415389332,-0.49971930406141724,-0.5174708450925979,-1.8251987126217328,-0.7077404433656216,-0.973370869172008
-0.8699452520754681,2.378521878678908,-1.8364180648753985,-1.1114689939471896,2.8235964289979156,-0.9539779274537982,0.5184040514551145,-0.8049476724208137
-1.1616691104994645,-0.35604902473977246,-0.6171080454283441,-0.7378938499902777,-0.5174708450925979,-1.1459418292704613,0.5330358473360302,-0.21546648379163355
0.29695018162051745,-0.7562301325571403,0.11447796623988853,0.010072104176726358,-0.5174708450925979,-0.4962178538909847,-0.8043102961796651,-0.1312548854160364
1.7555694737404994,-0.2226553221339832,-0.35828917196704957,-0.7378938499902777,-0.5174708450925979,0.43406874722053856,-1.0062290793363018,-0.38388968054282785
0.8803978984685102,-0.722881706905693,-0.1436396523047487,-0.4829798846864335,-0.1732929408778081,-0.34855331403201273,0.017996632327797316,-0.1312548854160364
-0.28649753522747534,1.7115533656499615,0.43962730475910305,1.233571483948271,0.7504867059430066,0.21257193743208053,1.4402071919528037,-0.21546648379163355
-0.5782213936514717,-0.15595847083108855,1.4150753203167465,-0.8055941490043034,-0.4933791278899388,-1.0573431053550786,-0.4824107867995197,-1.057582467547605
0.005226323196521046,0.8111458730608837,1.5776499895763538,-0.4829798846864335,-0.1732929408778081,-0.1713558662012464,0.1789463870178702,2.310881467476281
1.7555694737404994,-0.6895332812542457,1.089925981797532,1.0296549206530135,-0.1732929408778081,1.955013507767951,1.9259828151992047,0.37401470483754656
0.8803978984685102,2.178431324770224,-1.8364180648753985,0.6218217940624987,3.009085193692302,0.22733839141797793,1.0188114705824314,0.037168311335157925
